train_size,balance_method,train_n,test_n,test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_f1,test_roc_auc
0.7,oversample,7244,2113,0.7808802650260294,0.7410012036679714,0.5768025078369906,0.6559714795008913,0.6138448707256047,0.8269158764724259
0.75,oversample,7760,1761,0.7756956274843839,0.7296789001452926,0.5694980694980695,0.6316916488222698,0.5989847715736041,0.8324154638936418
0.8,oversample,8278,1409,0.7743080198722498,0.7345281459092201,0.5651162790697675,0.6497326203208557,0.6044776119402985,0.8323697331369965
