train_size,balance_method,train_n,test_n,test_accuracy,test_balanced_accuracy,test_precision,test_recall,test_f1,test_roc_auc
0.7,oversample,7244,2113,0.7643161381921438,0.742814745392065,0.5438108484005564,0.696969696969697,0.6109375,0.8231773848245951
0.75,oversample,7760,1761,0.7626348665530949,0.7358455596411042,0.5418803418803418,0.6788008565310493,0.6026615969581749,0.8268271614335974
0.8,oversample,8278,1409,0.7707594038325053,0.7602883050453383,0.5508982035928144,0.7379679144385026,0.6308571428571429,0.8308274561471493
